0,38.43
5,38.34
10,38.43
15,38.43
20,38.34
25,38.43
30,38.53
35,38.62
40,38.81
45,38.62
50,38.43
55,38.43
60,38.81
65,38.81
70,38.72
75,38.53
80,38.62
85,38.62
90,38.81
95,38.81
100,38.90
105,38.72
110,38.72
115,38.81
120,38.81
125,38.90
130,39.00
135,38.90
140,38.72
145,38.90
150,39.09
155,39.09
160,39.09
165,39.19
170,39.29
175,38.90
180,39.76
185,39.29
190,39.29
195,40.34
200,39.38
205,39.48
210,38.72
215,39.57
220,39.57
225,39.57
230,39.67
235,39.67
240,39.96
245,39.86
250,39.96
255,39.96
260,39.86
265,39.96
270,40.15
275,40.15
280,39.67
285,40.15
290,40.25
295,39.96
300,39.96
305,40.34
310,40.25
315,40.44
320,40.25
325,40.54
330,40.54
335,40.63
340,40.54
345,40.63
350,40.63
355,40.93
360,41.02
365,40.73
370,40.83
375,40.83
380,40.93
385,40.93
390,40.93
395,41.22
400,41.02
405,41.02
410,41.02
415,40.63
420,41.22
425,40.83
430,41.22
435,41.22
440,40.73
445,41.32
450,41.22
455,41.42
460,41.61
465,41.32
470,41.12
475,41.71
480,41.52
485,41.71
490,41.81
495,41.42
500,41.42
505,41.91
510,41.81
515,42.01
520,41.71
525,41.91
530,42.21
535,41.91
540,42.11
545,41.71
550,41.91
555,41.81
560,42.31
565,41.42
570,42.41
575,42.31
580,41.81
585,42.01
590,42.21
595,42.71
600,42.51
605,42.31
610,42.51
615,42.41
620,42.21
625,42.41
630,42.61
635,42.61
640,42.51
645,42.51
650,42.71
655,43.01
660,42.71
665,42.81
670,42.71
675,42.91
680,43.11
685,42.91
690,43.01
695,42.91
700,43.11
705,43.01
710,43.11
715,43.42
720,43.22
725,42.41
730,43.01
735,43.01
740,43.01
745,43.32
750,43.22
755,43.32
760,43.52
765,43.32
770,43.52
775,43.42
780,43.32
785,43.32
790,43.52
795,43.42
800,43.42
805,43.32
810,43.52
815,43.42
820,43.52
825,44.24
830,43.62
835,43.62
840,43.73
845,43.73
850,43.83
855,43.83
860,43.83
865,43.93
870,43.83
875,43.93
880,43.93
885,43.83
890,44.03
895,43.93
900,44.03
905,44.24
910,44.03
915,44.03
920,44.45
925,43.93
930,44.24
935,44.24
940,44.24
945,44.14
950,44.34
955,44.34
960,44.24
965,44.55
970,44.14
975,44.55
980,44.76
985,44.86
990,44.55
995,44.45
1000,44.97
1005,44.97
1010,44.55
1015,44.65
1020,44.45
1025,44.55
1030,44.65
1035,44.55
1040,44.34
1045,44.55
1050,45.39
1055,43.93
1060,46.02
1065,44.86
1070,44.65
1075,44.86
1080,44.86
1085,44.86
1090,45.18
1095,44.97
