5,37.96895
10,38.0108
15,38.05255
20,38.0942
25,38.13575
30,38.1772
35,38.21855
40,38.2598
45,38.30095
50,38.342
55,38.38295
60,38.4238
65,38.46455
70,38.5052
75,38.54575
80,38.5862
85,38.62655
90,38.6668
95,38.70695
100,38.747
105,38.78695
110,38.8268
115,38.86655
120,38.9062
125,38.94575
130,38.9852
135,39.02455
140,39.0638
145,39.10295
150,39.142
155,39.18095
160,39.2198
165,39.25855
170,39.2972
175,39.33575
180,39.3742
185,39.41255
190,39.4508
195,39.48895
200,39.527
205,39.56495
210,39.6028
215,39.64055
220,39.6782
225,39.71575
230,39.7532
235,39.79055
240,39.8278
245,39.86495
250,39.902
255,39.93895
260,39.9758
265,40.01255
270,40.0492
275,40.08575
280,40.1222
285,40.15855
290,40.1948
295,40.23095
300,40.267
305,40.30295
310,40.3388
315,40.37455
320,40.4102
325,40.44575
330,40.4812
335,40.51655
340,40.5518
345,40.58695
350,40.622
355,40.65695
360,40.6918
365,40.72655
370,40.7612
375,40.79575
380,40.8302
385,40.86455
390,40.8988
395,40.93295
400,40.967
405,41.00095
410,41.0348
415,41.06855
420,41.1022
425,41.13575
430,41.1692
435,41.20255
440,41.2358
445,41.26895
450,41.302
455,41.33495
460,41.3678
465,41.40055
470,41.4332
475,41.46575
480,41.4982
485,41.53055
490,41.5628
495,41.59495
500,41.627
505,41.65895
510,41.6908
515,41.72255
520,41.7542
525,41.78575
530,41.8172
535,41.84855
540,41.8798
545,41.91095
550,41.942
555,41.97295
560,42.0038
565,42.03455
570,42.0652
575,42.09575
580,42.1262
585,42.15655
590,42.1868
595,42.21695
600,42.247
605,42.27695
610,42.3068
615,42.33655
620,42.3662
625,42.39575
630,42.4252
635,42.45455
640,42.4838
645,42.51295
650,42.542
655,42.57095
660,42.5998
665,42.62855
670,42.6572
675,42.68575
680,42.7142
685,42.74255
690,42.7708
695,42.79895
700,42.827
705,42.85495
710,42.8828
715,42.91055
720,42.9382
725,42.96575
730,42.9932
735,43.02055
740,43.0478
745,43.07495
750,43.102
755,43.12895
760,43.1558
765,43.18255
770,43.2092
775,43.23575
780,43.2622
785,43.28855
790,43.3148
795,43.34095
800,43.367
805,43.39295
810,43.4188
815,43.44455
820,43.4702
825,43.49575
830,43.5212
835,43.54655
840,43.5718
845,43.59695
850,43.622
855,43.64695
860,43.6718
865,43.69655
870,43.7212
875,43.74575
880,43.7702
885,43.79455
890,43.8188
895,43.84295
900,43.867
905,43.89095
910,43.9148
915,43.93855
920,43.9622
925,43.98575
930,44.0092
935,44.03255
940,44.0558
945,44.07895
950,44.102
955,44.12495
960,44.1478
965,44.17055
970,44.1932
975,44.21575
980,44.2382
985,44.26055
990,44.2828
995,44.30495
1000,44.327
1005,44.34895
1010,44.3708
1015,44.39255
1020,44.4142
1025,44.43575
1030,44.4572
1035,44.47855
1040,44.4998
1045,44.52095
1050,44.542
1055,44.56295
1060,44.5838
1065,44.60455
1070,44.6252
1075,44.64575
1080,44.6662
1085,44.68655
1090,44.7068
1095,44.72695
1100,44.747
1105,44.76695
1110,44.7868
1115,44.80655
1120,44.8262
1125,44.84575
1130,44.8652
1135,44.88455
1140,44.9038
1145,44.92295
1150,44.942
1155,44.96095
1160,44.9798
1165,44.99855
1170,45.0172
1175,45.03575
1180,45.0542
1185,45.07255
1190,45.0908
1195,45.10895
1200,45.127
1205,45.14495
1210,45.1628
1215,45.18055
1220,45.1982
1225,45.21575
1230,45.2332
1235,45.25055
1240,45.2678
1245,45.28495
1250,45.302
1255,45.31895
1260,45.3358
1265,45.35255
1270,45.3692
1275,45.38575
1280,45.4022
1285,45.41855
1290,45.4348
1295,45.45095
1300,45.467
1305,45.48295
1310,45.4988
1315,45.51455
1320,45.5302
1325,45.54575
1330,45.5612
1335,45.57655
1340,45.5918
1345,45.60695
1350,45.622
1355,45.63695
1360,45.6518
1365,45.66655
1370,45.6812
1375,45.69575
1380,45.7102
1385,45.72455
1390,45.7388
1395,45.75295
1400,45.767
1405,45.78095
1410,45.7948
1415,45.80855
1420,45.8222
1425,45.83575
1430,45.8492
1435,45.86255
1440,45.8758
1445,45.88895
1450,45.902
1455,45.91495
1460,45.9278
1465,45.94055
1470,45.9532
1475,45.96575
1480,45.9782
1485,45.99055
1490,46.0028
1495,46.01495
1500,46.027
1505,46.03895
1510,46.0508
1515,46.06255
1520,46.0742
1525,46.08575
1530,46.0972
1535,46.10855
1540,46.1198
1545,46.13095
1550,46.142
1555,46.15295
1560,46.1638
1565,46.17455
1570,46.1852
1575,46.19575
1580,46.2062
1585,46.21655
1590,46.2268
1595,46.23695
1600,46.247
1605,46.25695
1610,46.2668
1615,46.27655
1620,46.2862
1625,46.29575
1630,46.3052
1635,46.31455
5,37.96895
1645,46.33295
1650,46.342
1655,46.35095
1660,46.3598
1665,46.36855
1670,46.3772
1675,46.38575
1680,46.3942
1685,46.40255
1690,46.4108
1695,46.41895
1700,46.427
1705,46.43495
1710,46.4428
1715,46.45055
1720,46.4582
1725,46.46575
1730,46.4732
1735,46.48055
1740,46.4878
1745,46.49495
1750,46.502
1755,46.50895
1760,46.5158
1765,46.52255
