1,38.86
2,38.97
3,38.86
4,38.86
5,38.97
6,38.97
7,38.97
8,38.86
9,38.97
10,38.97
11,38.97
12,38.97
13,38.86
14,38.97
15,38.76
16,38.97
17,38.97
18,38.86
19,38.76
20,38.76
21,38.76
22,38.76
23,38.76
24,38.86
25,38.97
26,38.97
27,38.97
28,39.07
29,39.07
30,38.97
31,38.97
32,38.97
33,38.97
34,38.97
35,38.97
36,39.07
37,39.07
38,39.07
39,39.07
40,39.18
41,39.07
42,39.07
43,39.07
44,38.97
45,39.07
46,38.97
47,39.07
48,38.97
49,39.18
50,39.07
51,39.07
52,39.07
53,39.07
54,39.18
55,39.18
56,39.07
57,39.18
58,39.28
59,39.18
60,39.18
61,39.28
62,39.39
63,39.60
64,39.70
65,39.60
66,39.60
67,39.60
68,39.60
69,39.70
70,39.60
71,39.81
72,39.92
73,40.02
74,39.92
75,40.13
76,40.02
77,40.02
78,40.02
79,39.92
80,40.02
81,40.02
82,40.24
83,40.35
84,40.24
85,40.24
86,40.13
87,40.24
88,40.13
89,40.24
90,40.24
91,40.24
92,40.24
93,40.35
94,40.45
95,40.45
96,40.56
97,40.56
98,40.56
99,40.56
100,40.78
101,40.67
102,40.67
103,40.78
104,40.67
105,40.78
106,40.67
107,40.78
108,40.56
109,40.67
110,40.78
111,40.78
112,40.67
113,40.99
114,41.21
115,41.21
116,41.10
117,41.21
118,41.21
119,41.10
120,41.21
121,41.10
122,41.10
123,41.10
124,41.21
125,41.43
126,41.54
127,41.54
128,41.54
129,41.65
130,41.54
131,41.76
132,41.76
133,41.76
134,41.65
135,41.76
136,41.87
137,41.87
138,41.98
139,41.98
140,41.98
141,41.98
142,41.98
143,42.09
144,42.09
145,41.98
146,42.09
147,42.09
148,42.09
149,42.20
150,42.20
151,42.09
152,41.98
153,41.87
154,41.87
155,41.98
156,41.87
157,41.87
158,41.87
159,41.87
160,41.87
161,41.87
162,41.76
163,41.98
164,41.76
165,41.76
166,41.87
167,41.87
168,41.87
169,41.87
170,41.87
171,41.98
172,41.98
173,42.09
174,42.09
175,42.32
176,42.20
177,42.09
178,42.09
179,42.32
180,42.32
181,42.32
182,42.32
183,42.43
184,42.20
185,42.20
186,42.32
187,42.43
188,42.43
189,42.54
190,42.43
191,42.43
192,42.54
193,42.54
194,42.54
195,42.65
196,42.65
197,42.77
198,42.99
199,42.99
200,42.99
201,42.88
202,42.99
203,43.10
204,43.10
205,42.99
206,43.10
207,43.10
208,43.22
209,43.22
210,43.10
211,43.10
212,42.99
213,42.99
214,42.99
215,42.99
216,42.88
217,42.99
218,43.10
219,43.10
220,43.10
221,43.10
222,43.10
223,43.33
224,43.45
225,43.68
226,43.56
227,43.68
228,43.56
229,43.56
230,43.45
231,43.45
232,43.45
233,43.33
234,43.33
235,43.33
236,43.45
237,43.45
238,43.45
239,43.33
240,43.33
241,43.33
242,43.33
243,43.22
244,43.22
245,43.10
246,43.10
247,42.99
248,42.99
249,42.99
250,42.99
251,43.22
252,43.22
253,43.45
254,43.56
255,43.56
256,43.56
257,43.68
258,43.68
259,44.02
260,44.37
261,44.60
262,44.84
263,44.96
264,44.84
265,44.72
266,44.72
267,44.72
268,44.60
269,44.60
270,44.72
271,44.60
272,44.37
273,44.60
274,44.84
275,44.96
276,44.96
277,44.96
278,44.84
279,44.84
280,44.84
281,44.72
282,44.60
283,44.49
284,44.37
285,44.25
286,44.14
287,44.02
288,43.91
289,44.14
290,44.14
291,44.02
292,44.14
293,44.25
294,44.37
295,44.37
296,44.14
297,44.02
298,44.02
299,44.14
300,44.14
301,44.25
302,44.25
303,44.37
304,44.14
305,44.14
306,44.14
307,44.14
308,44.02
309,44.14
310,44.14
311,44.14
312,44.02
313,43.91
314,44.02
315,44.02
316,44.02
317,43.91
318,44.02
319,44.02
320,43.91
321,43.91
322,44.02
323,43.91
324,43.91
325,43.91
326,43.79
327,43.79
328,43.79
329,43.79
330,43.79
331,43.68
332,43.68
